scientific_name,park_name,observations,category,common_names,conservation_status,missing_conservation_status,status_nb,common_names_length,last_common_name
Thaspium trifoliatum var. aureum,Yosemite National Park,125,Vascular Plant,"Purple Meadow-Parsnip, Yellow Meadow-Parsnip",Not Threatened,True,0,44,Meadow-Parsnip
Leucobryum glaucum,Bryce National Park,89,Nonvascular Plant,Leucobryum Moss,Not Threatened,True,0,15,Moss
Empidonax difficilis,Yellowstone National Park,261,Bird,Pacific-Slope Flycatcher,Not Threatened,True,0,24,Flycatcher
Sonchus oleraceus,Bryce National Park,99,Vascular Plant,"Annual Sowthistle, Common Sowthistle, Common Sow-Thistle, Pualele, Sow Thistle, Sow-Thistle",Not Threatened,True,0,91,Sow-Thistle
Stizostedion vitreum,Great Smoky Mountains National Park,108,Fish,Walleye,Not Threatened,True,0,7,Walleye
Heterocladium macounii,Great Smoky Mountains National Park,110,Nonvascular Plant,Macoun's Heterocladium Moss,Not Threatened,True,0,27,Moss
Saponaria officinalis,Great Smoky Mountains National Park,79,Vascular Plant,"Bouncing-Bet, Soapwort, Bouncing-Bet",Not Threatened,True,0,36,Bouncing-Bet
Stizostedion canadense,Bryce National Park,76,Fish,Sauger,Not Threatened,True,0,6,Sauger
Riparia riparia,Yellowstone National Park,199,Bird,Bank Swallow,Species of Concern,False,2,12,Swallow
Chasmanthium sessiliflorum,Great Smoky Mountains National Park,70,Vascular Plant,"Longleaf Spikegrass, Longleaf Woodoats",Not Threatened,True,0,38,Woodoats
Setophaga dominica,Yosemite National Park,140,Bird,Yellow-Throated Warbler,Not Threatened,True,0,23,Warbler
Desmodium paniculatum var. paniculatum,Yellowstone National Park,206,Vascular Plant,Panicledleaf Ticktrefoil,Not Threatened,True,0,24,Ticktrefoil
Sayornis nigricans,Yosemite National Park,128,Bird,Black Phoebe,Not Threatened,True,0,12,Phoebe
Logfia arvensis,Yosemite National Park,154,Vascular Plant,Field Cottonrose,Not Threatened,True,0,16,Cottonrose
Sambucus mexicana,Yellowstone National Park,232,Vascular Plant,Mexican Elder,Not Threatened,True,0,13,Elder
Gratiola viscidula,Great Smoky Mountains National Park,107,Vascular Plant,Short's Hedgehyssop,Not Threatened,True,0,19,Hedgehyssop
Populus alba,Yellowstone National Park,251,Vascular Plant,"Silver Poplar, White Poplar",Not Threatened,True,0,27,Poplar
Galium obtusum,Yosemite National Park,114,Vascular Plant,"Blunt-Leaf Bedstraw, Blunt-Leaved Bedstraw",Not Threatened,True,0,42,Bedstraw
Rosa setigera,Yosemite National Park,135,Vascular Plant,Prairie Rose,Not Threatened,True,0,12,Rose
Cercocarpus betuloides var. betuloides,Yellowstone National Park,269,Vascular Plant,Birch-Leaf Mountain-Mahogany,Not Threatened,True,0,28,Mountain-Mahogany
Opuntia fragilis,Great Smoky Mountains National Park,57,Vascular Plant,"Brittle Cactus, Brittle Pricklypear, Fragile Cactus, Jumping Cactus, Little Pricklypear",Not Threatened,True,0,87,Pricklypear
Smallanthus uvedalius,Bryce National Park,91,Vascular Plant,Hairy Leafcup,Not Threatened,True,0,13,Leafcup
Silene stellata,Bryce National Park,98,Vascular Plant,"Starry Campion, Starry Catchfly",Not Threatened,True,0,31,Catchfly
Richardsonius balteatus,Yosemite National Park,163,Fish,Redside Shiner,Not Threatened,True,0,14,Shiner
Panicum rigidulum var. elongatum,Bryce National Park,93,Vascular Plant,"Stalked-Fruit Panic Grass, Tall Flat Panic-Grass",Not Threatened,True,0,48,Panic-Grass
Eriogonum prattenianum var. prattenianum,Yosemite National Park,143,Vascular Plant,Nevada City Buckwheat,Not Threatened,True,0,21,Buckwheat
Doellingeria infirma,Great Smoky Mountains National Park,68,Vascular Plant,Cornel-Leaf Whitetop,Not Threatened,True,0,20,Whitetop
Agoseris aurantiaca,Yellowstone National Park,241,Vascular Plant,"Orange Agoseris, Orange-Flowered False-Dandelion",Not Threatened,True,0,48,False-Dandelion
Verbena hastata,Yosemite National Park,122,Vascular Plant,"Blue Verbena, Blue Vervain, Simpler's-Joy, Swamp Verbena",Not Threatened,True,0,56,Verbena
Aster patens var. patens,Yellowstone National Park,230,Vascular Plant,Late Purple Aster,Not Threatened,True,0,17,Aster
Elymus glaucus ssp. glaucus,Bryce National Park,70,Vascular Plant,"Blue Wild Rye, Blue Wildrye",Not Threatened,True,0,27,Wildrye
Fleischmannia incarnata,Bryce National Park,96,Vascular Plant,Pink Thoroughwort,Not Threatened,True,0,17,Thoroughwort
Sialia sialis,Great Smoky Mountains National Park,69,Bird,Eastern Bluebird,Not Threatened,True,0,16,Bluebird
Scolochloa festucacea,Bryce National Park,97,Vascular Plant,"Common Rivergrass, Rivergrass",Not Threatened,True,0,29,Rivergrass
Elymus hystrix var. hystrix,Yosemite National Park,166,Vascular Plant,Eastern Bottlebrush Grass,Not Threatened,True,0,25,Grass
Sarracenia purpurea,Yellowstone National Park,235,Vascular Plant,Purple Pitcherplant,Not Threatened,True,0,19,Pitcherplant
Eriogonum ovalifolium var. nivale,Bryce National Park,149,Vascular Plant,Cushion Buckwheat,Not Threatened,True,0,17,Buckwheat
Sedum sarmentosum,Great Smoky Mountains National Park,56,Vascular Plant,"Stonecrop, Stringy Stonecrop",Not Threatened,True,0,28,Stonecrop
Brachydontium trichodes,Yosemite National Park,141,Nonvascular Plant,Peak Moss,Not Threatened,True,0,9,Moss
Geranium dissectum,Great Smoky Mountains National Park,119,Vascular Plant,Cutleaf Geranium,Not Threatened,True,0,16,Geranium
Typha angustifolia,Bryce National Park,77,Vascular Plant,Narrowleaf Cattail,Not Threatened,True,0,18,Cattail
Prunus hortulana,Yosemite National Park,147,Vascular Plant,Hortulan Plum,Not Threatened,True,0,13,Plum
Ranunculus acris,Yosemite National Park,142,Vascular Plant,"Tall Buttercup, Tall Butter-Cup",Not Threatened,True,0,31,Butter-Cup
Eurybia chlorolepis,Yellowstone National Park,216,Vascular Plant,Mountain Aster,Not Threatened,True,0,14,Aster
Sphenopholis pensylvanica,Great Smoky Mountains National Park,49,Vascular Plant,"Swamp Wedgescale, Trisetum",Not Threatened,True,0,26,Trisetum
Circaea alpina,Bryce National Park,114,Vascular Plant,"Small Enchanter's Nightshade, Smaller Enchanter's-Nightshade",Not Threatened,True,0,60,Enchanter's-Nightshade
Erigenia bulbosa,Bryce National Park,124,Vascular Plant,Harbinger Of Spring,Not Threatened,True,0,19,Spring
Senecio streptanthifolius,Great Smoky Mountains National Park,69,Vascular Plant,Cleftleaf Groundsel,Not Threatened,True,0,19,Groundsel
Lasiurus blossevillii,Bryce National Park,113,Mammal,Western Red Bat,Species of Concern,False,2,15,Bat
Astragalus alpinus,Great Smoky Mountains National Park,82,Vascular Plant,Alpine Milkvetch,Not Threatened,True,0,16,Milkvetch
Crataegus uniflora,Great Smoky Mountains National Park,91,Vascular Plant,Dwarf Hawthorn,Not Threatened,True,0,14,Hawthorn
Streptopus lanceolatus var. roseus,Bryce National Park,99,Vascular Plant,Twistedstalk,Not Threatened,True,0,12,Twistedstalk
Lycopus asper,Yellowstone National Park,283,Vascular Plant,"Rough Bugleweed, Rough Water-Horehound",Not Threatened,True,0,38,Water-Horehound
Empidonax wrightii,Bryce National Park,116,Bird,"Gray Flycatcher, Grey Flycatcher",Not Threatened,True,0,32,Flycatcher
Symphyotrichum retroflexum,Yosemite National Park,163,Vascular Plant,Rigid Whitetop Aster,Not Threatened,True,0,20,Aster
Ericameria cuneata var. cuneata,Bryce National Park,100,Vascular Plant,Cliff Goldenbush,Not Threatened,True,0,16,Goldenbush
Mimulus laciniatus,Yellowstone National Park,239,Vascular Plant,Cutleaf Monkeyflower,Not Threatened,True,0,20,Monkeyflower
Senecio clarkianus,Yosemite National Park,157,Vascular Plant,Clark's Ragwort,Not Threatened,True,0,15,Ragwort
Saccharum alopecuroidum,Yosemite National Park,145,Vascular Plant,Beardgrass,Not Threatened,True,0,10,Beardgrass
Picoides borealis,Yosemite National Park,43,Bird,Red-Cockaded Woodpecker,Endangered,False,4,23,Woodpecker
Lepidium ramosissimum,Bryce National Park,91,Vascular Plant,"Manybranched Pepperweed, Pepperweed",Not Threatened,True,0,35,Pepperweed
Plagiomnium ciliare,Bryce National Park,108,Nonvascular Plant,Plagiomnium Moss,Not Threatened,True,0,16,Moss
Malva neglecta,Yellowstone National Park,229,Vascular Plant,"Common Mallow, Dwarf Cheeseweed",Not Threatened,True,0,31,Cheeseweed
Amelanchier utahensis,Great Smoky Mountains National Park,66,Vascular Plant,"Utah Serviceberry, Utah Shadberry, Western Serviceberry",Not Threatened,True,0,55,Serviceberry
Allium campanulatum,Yellowstone National Park,234,Vascular Plant,"Dusky Onion, Sierra Onion",Not Threatened,True,0,25,Onion
Carex integra,Yellowstone National Park,258,Vascular Plant,"Smoothbead Sedge, Smoothbeak Sedge",Not Threatened,True,0,34,Sedge
Castilleja lacera,Yellowstone National Park,230,Vascular Plant,Cutleaf Indian Paintbrush,Not Threatened,True,0,25,Paintbrush
Collomia heterophylla,Great Smoky Mountains National Park,49,Vascular Plant,Variableleaf Collomia,Not Threatened,True,0,21,Collomia
Anemone occidentalis,Yosemite National Park,148,Vascular Plant,White Pasqueflower,Not Threatened,True,0,18,Pasqueflower
Senecio aureus,Yosemite National Park,153,Vascular Plant,Golden Ragwort,Not Threatened,True,0,14,Ragwort
Astragalus congdonii,Yellowstone National Park,230,Vascular Plant,Congdon's Milkvetch,Not Threatened,True,0,19,Milkvetch
Carex,Bryce National Park,80,Vascular Plant,"Carex, Sedge, Sedge Species, Sedges",Not Threatened,True,0,35,Sedges
Lysimachia hybrida,Yellowstone National Park,246,Vascular Plant,"Intermediate Loosestrife, Lance-Leaf Loosestrife",Not Threatened,True,0,48,Loosestrife
Amaranthus albus,Yellowstone National Park,212,Vascular Plant,"White Amaranthus, White Pigweed",Not Threatened,True,0,31,Pigweed
Poa palustris,Yosemite National Park,172,Vascular Plant,"Fowl Bluegrass, Marsh Bluegrass",Not Threatened,True,0,31,Bluegrass
Melilotus albus,Bryce National Park,85,Vascular Plant,White Sweet-Clover,Not Threatened,True,0,18,Sweet-Clover
Quercus michauxii,Bryce National Park,131,Vascular Plant,Swamp Chestnut Oak,Not Threatened,True,0,18,Oak
Uvularia perfoliata,Great Smoky Mountains National Park,79,Vascular Plant,Perfoliate Bellwort,Not Threatened,True,0,19,Bellwort
Thalictrum fendleri,Yosemite National Park,146,Vascular Plant,"Fendler's Meadowrue, Fendler's Meadow-Rue",Not Threatened,True,0,41,Meadow-Rue
Epilobium lactiflorum,Yellowstone National Park,239,Vascular Plant,"Broadleaf Willowweed, Milkflower Willowherb, White-Flower Willowherb",Not Threatened,True,0,68,Willowherb
Poecile atricapillus,Great Smoky Mountains National Park,97,Bird,Black-Capped Chickadee,Not Threatened,True,0,22,Chickadee
Helmitheros vermivorus,Yellowstone National Park,291,Bird,Worm-Eating Warbler,Not Threatened,True,0,19,Warbler
Sequoiadendron giganteum,Yosemite National Park,141,Vascular Plant,"Giant Redwood, Giant Sequoia, Sierra Redwood",Not Threatened,True,0,44,Redwood
Ditrichum pusillum,Yosemite National Park,160,Nonvascular Plant,Ditrichum Moss,Not Threatened,True,0,14,Moss
Viburnum lantana,Yellowstone National Park,245,Vascular Plant,"Way-Faring Tree, Wayfaring-Tree",Not Threatened,True,0,31,Wayfaring-Tree
Ailanthus altissima,Bryce National Park,73,Vascular Plant,Tree-Of-Heaven,Not Threatened,True,0,14,Tree-Of-Heaven
Salix bebbiana,Bryce National Park,86,Vascular Plant,"Bebb's Willow, Gray Willow",Not Threatened,True,0,26,Willow
Townsendia parryi,Bryce National Park,70,Vascular Plant,"Parry's Townsend Daisy, Parry's Townsendia",Not Threatened,True,0,42,Townsendia
Corynorhinus rafinesquii,Yosemite National Park,188,Mammal,Rafinesque's Big-Eared Bat,Not Threatened,True,0,26,Bat
Nycticorax nycticorax,Great Smoky Mountains National Park,64,Bird,Black-Crowned Night-Heron,Species of Concern,False,2,25,Night-Heron
Lespedeza hirta,Bryce National Park,106,Vascular Plant,Hairy Bush-Clover,Not Threatened,True,0,17,Bush-Clover
Neckera pennata,Bryce National Park,115,Nonvascular Plant,Neckera Moss,Not Threatened,True,0,12,Moss
Ageratina occidentalis,Yellowstone National Park,246,Vascular Plant,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",Not Threatened,True,0,57,Snakeroot
Baeolophus inornatus,Bryce National Park,97,Bird,Oak Titmouse,Not Threatened,True,0,12,Titmouse
Ribes cynosbati,Yellowstone National Park,237,Vascular Plant,Prickly Gooseberry,Not Threatened,True,0,18,Gooseberry
Krascheninnikovia lanata,Yosemite National Park,151,Vascular Plant,Winterfat,Not Threatened,True,0,9,Winterfat
Rumex crispus,Yellowstone National Park,256,Vascular Plant,"Curled Dock, Curly Dock",Not Threatened,True,0,23,Dock
Lonicera involucrata,Yosemite National Park,129,Vascular Plant,"Bearberry Honeysuckle, Twinberry Honeysuckle",Not Threatened,True,0,44,Honeysuckle
Pluvialis dominica,Bryce National Park,111,Bird,"American Golden-Plover, Lesser Golden-Plover",Not Threatened,True,0,44,Golden-Plover
Equisetum scirpoides,Yellowstone National Park,227,Vascular Plant,Dwarf Scouringrush,Not Threatened,True,0,18,Scouringrush
Spizella pallida,Yellowstone National Park,258,Bird,Clay-Colored Sparrow,Not Threatened,True,0,20,Sparrow
Hemitremia flammea,Yellowstone National Park,251,Fish,Flame Chub,Species of Concern,False,2,10,Chub
Fabronia ciliaris var. polycarpa,Yellowstone National Park,264,Nonvascular Plant,Fabronia Moss,Not Threatened,True,0,13,Moss
Elymus trachycaulus ssp. subsecundus,Yosemite National Park,146,Vascular Plant,"Bearded Wheatgrass, Slender Wheatgrass, Slender Wild Rye",Not Threatened,True,0,56,Rye
Erigeron peregrinus var. hirsutus,Yosemite National Park,125,Vascular Plant,Subalpine Fleabane,Not Threatened,True,0,18,Fleabane
Eriogonum umbellatum var. nevadense,Great Smoky Mountains National Park,63,Vascular Plant,"Nevada Buckwheat, Sulphur-Flower Buckwheat",Not Threatened,True,0,42,Buckwheat
Mimulus viscidus,Yosemite National Park,192,Vascular Plant,Sticky Monkeyflower,Not Threatened,True,0,19,Monkeyflower
Juncus orthophyllus,Great Smoky Mountains National Park,77,Vascular Plant,Straightleaf Rush,Not Threatened,True,0,17,Rush
Limosa fedoa,Yellowstone National Park,266,Bird,Marbled Godwit,Species of Concern,False,2,14,Godwit
Juncus uncialis,Great Smoky Mountains National Park,97,Vascular Plant,Twelfth Rush,Not Threatened,True,0,12,Rush
Fabronia ciliaris,Bryce National Park,111,Nonvascular Plant,Fabronia Moss,Not Threatened,True,0,13,Moss
Thaspium barbinode,Great Smoky Mountains National Park,95,Vascular Plant,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",Not Threatened,True,0,44,Meadow-Parsnip
Polystichum scopulinum,Great Smoky Mountains National Park,54,Vascular Plant,"Eaton's Hollyfern, Mountain Hollyfern",Not Threatened,True,0,37,Hollyfern
Oxalis violacea,Yosemite National Park,159,Vascular Plant,Violet Wood-Sorrel,Not Threatened,True,0,18,Wood-Sorrel
Comandra umbellata,Yosemite National Park,145,Vascular Plant,Bastard Toadflax,Not Threatened,True,0,16,Toadflax
Carex stipata,Bryce National Park,101,Vascular Plant,"Stalk-Grain Sedge, Stipate Sedge",Not Threatened,True,0,32,Sedge
Ribes aureum var. aureum,Yosemite National Park,139,Vascular Plant,Golden Currant,Not Threatened,True,0,14,Currant
Allophyllum gilioides ssp. gilioides,Great Smoky Mountains National Park,54,Vascular Plant,"Dense False Gilia, Dense False Gilyflower",Not Threatened,True,0,41,Gilyflower
Ulmus alata,Yosemite National Park,144,Vascular Plant,Winged Elm,Not Threatened,True,0,10,Elm
Mephitis mephitis,Yellowstone National Park,257,Mammal,Striped Skunk,Not Threatened,True,0,13,Skunk
Rudbeckia fulgida var. fulgida,Yosemite National Park,151,Vascular Plant,Orange Coneflower,Not Threatened,True,0,17,Coneflower
Arnica discoidea,Yosemite National Park,153,Vascular Plant,Rayless Arnica,Not Threatened,True,0,14,Arnica
Geum triflorum,Yellowstone National Park,234,Vascular Plant,"Old Man's Whiskers, Prairie Smoke, Prairiesmoke",Not Threatened,True,0,47,Prairiesmoke
Draba oligosperma,Great Smoky Mountains National Park,34,Vascular Plant,"Fewseed Draba, Glacier Draba",Not Threatened,True,0,28,Draba
Cleistes divaricata,Yellowstone National Park,236,Vascular Plant,Spreading Pogonia,Not Threatened,True,0,17,Pogonia
Tamias quadrimaculatus,Yellowstone National Park,261,Mammal,Long-Eared Chipmunk,Not Threatened,True,0,19,Chipmunk
Hedysarum sulphurescens,Yosemite National Park,143,Vascular Plant,White Sweetvetch,Not Threatened,True,0,16,Sweetvetch
Polypodium hesperium,Great Smoky Mountains National Park,68,Vascular Plant,Western Polypody,Not Threatened,True,0,16,Polypody
Galium boreale,Yellowstone National Park,252,Vascular Plant,Northern Bedstraw,Not Threatened,True,0,17,Bedstraw
Hosta lancifolia,Bryce National Park,125,Vascular Plant,Hosta,Not Threatened,True,0,5,Hosta
Trillium catesbaei,Bryce National Park,94,Vascular Plant,Catesby's Trillium,Not Threatened,True,0,18,Trillium
Larus californicus,Yosemite National Park,136,Bird,California Gull,Not Threatened,True,0,15,Gull
Rana draytonii,Great Smoky Mountains National Park,43,Amphibian,California Red-Legged Frog,Threatened,False,3,26,Frog
Fontinalis sullivantii,Bryce National Park,97,Nonvascular Plant,Sullivant's Fontinalis Moss,Not Threatened,True,0,27,Moss
Clematis occidentalis var. grosseserrata,Yellowstone National Park,247,Vascular Plant,Western Blue Virginsbower,Not Threatened,True,0,25,Virginsbower
Anemone occidentalis,Great Smoky Mountains National Park,82,Vascular Plant,White Pasqueflower,Not Threatened,True,0,18,Pasqueflower
Anemone patens var. multifida,Great Smoky Mountains National Park,94,Vascular Plant,Cutleaf Anemone,Not Threatened,True,0,15,Anemone
Diervilla sessilifolia,Great Smoky Mountains National Park,81,Vascular Plant,"Sessile-Leaved Bush-Honey-Suckle, Southern Bush-Honeysuckle",Not Threatened,True,0,59,Bush-Honeysuckle
Pohlia annotina,Great Smoky Mountains National Park,84,Nonvascular Plant,Pohlia Moss,Not Threatened,True,0,11,Moss
Astomum muehlenbergianum,Great Smoky Mountains National Park,115,Nonvascular Plant,Muehlenberg's Astomum Moss,Not Threatened,True,0,26,Moss
Aster patens var. patens,Yosemite National Park,132,Vascular Plant,Late Purple Aster,Not Threatened,True,0,17,Aster
Limnothlypis swainsonii,Great Smoky Mountains National Park,56,Bird,Swainson's Warbler,Not Threatened,True,0,18,Warbler
Arabis repanda var. greenei,Great Smoky Mountains National Park,78,Vascular Plant,Greene's Rockcress,Not Threatened,True,0,18,Rockcress
Brachyelytrum septentrionale,Yellowstone National Park,247,Vascular Plant,Northern Shorthusk,Not Threatened,True,0,18,Shorthusk
Secale cereale,Bryce National Park,134,Vascular Plant,"Cultivated Rye, Rye",Not Threatened,True,0,19,Rye
